YEAR,MO,DD,HH,MM,SS,LAT,LON,ERR,DEPTH,MAG,C_MAG,T_MAG,CAT,INTENSITY,AREA,UF,LOCALITY_COMMENTS,,
1994,4,11,18,3,21,-19.89,-44.15,5,1,2.6,1,mR,I,3,,MG,"Betim (IAG,UnB) varios",,
1994,4,13,0,7,42,-19.89,-44.15,5,1,2.3,1,mR,I,3,,MG,"Betim (IAG,UnB) varios",,
1994,4,19,15,0,36,-25.6,-56.05,50,0,2.3,1,mR,I,,,EX,Paraguai (UnB) Explosao ?,,
1994,4,21,10,0,59,-18.46,-47.37,50,0,2.1,1,mR,I,,,MG,A.Dourados (UnB),,
1994,5,19,19,46,12,-20.33,-45.63,30,0,2.1,1,mR,I,,,MG,Pains (UnB),,
1994,5,25,23,37,30,-25.09,-45.06,20,0,2.1,1,mR,I,,,SP,"Margem Cont. (IPT,IAG)",,
1994,6,1,21,22,7,-23.12,-40.97,20,0,3.3,1,mR,I,,,RJ,"Margem Cont. (UnB,IAG)",,
1994,6,8,5,32,33,-19.38,-47.65,5,0,2.8,1,mR,I,,,MG,Nova Ponte (UnB),,
1994,6,9,0,26,40,-23.45,-45.51,2,2,2.6,5,mEst,I,,,SP,"Paraibuna (IPT,IAG)",,
1994,6,13,16,4,53,-4.41,-38.29,2,4,2.1,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1994,6,14,14,44,41,-4.41,-38.29,2,4,2.1,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1994,6,14,18,40,7,-4.41,-38.29,2,4,2.1,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1994,6,14,20,18,8,-4.41,-38.29,2,4,2,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1994,6,15,14,8,7,-4.41,-38.29,2,4,2.2,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1994,6,16,11,57,43,-4.41,-38.29,2,4,2.1,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1994,6,18,21,2,7,-4.41,-38.29,2,4,2.9,1,mR,I,,,CE,"Cascavel (UFRN,IAG) varios",,
1994,6,19,2,33,55,-4.41,-38.29,2,4,2.2,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1994,6,19,19,33,20,-4.41,-38.29,2,4,2.4,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1994,6,19,19,35,3,-4.41,-38.29,2,4,2,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1994,6,20,18,15,44,-4.41,-38.29,2,4,2.6,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1994,6,21,2,0,1,-4.41,-38.29,2,4,2.6,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1994,6,21,12,31,24,-5.46,-35.69,10,0,2.3,5,mEst,I,,,RN,"Joao Camara (UFRN,IAG)",,
1994,6,22,1,30,47,-4.41,-38.29,2,4,2,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1994,6,23,7,32,37,-4.41,-38.29,2,4,2.5,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1994,6,23,7,44,31,-4.41,-38.29,2,4,2.5,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1994,6,23,7,45,59,-4.41,-38.29,2,4,2.5,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1994,6,23,18,45,34,-4.41,-38.29,2,4,2,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1994,6,23,23,15,16,-4.41,-38.29,2,4,2.2,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1994,7,1,0,31,24,-13.71,-37.59,200,0,3.4,1,mR,I,,,BA,Margem Cont. (IAG),,
1994,7,3,10,4,34,-4.41,-38.29,2,4,2.3,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1994,7,7,8,9,45,-4.41,-38.29,2,4,2.4,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1994,7,7,21,22,13,-19.86,-46.96,40,0,2.5,1,mR,I,,,MG,Tapira (UnB),,
1994,7,7,22,15,59,-24.02,-49.73,20,0,2.3,1,mR,I,,,PR,"Calogeras (IPT,IAG)",,
1994,7,13,2,52,2,-21.85,-46.61,5,0,2.2,1,mR,I,4,1.27,MG,"P. de Caldas (IPT,IAG,UnB)",,
1994,7,15,4,35,57,-4.41,-38.29,2,4,2.1,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1994,7,24,9,32,11,-4.41,-38.29,2,4,2.2,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1994,7,24,11,21,1,-4.41,-38.29,2,4,2.5,1,mR,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1994,7,24,11,30,53,-4.41,-38.29,2,4,2.4,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1994,7,24,12,12,16,-4.41,-38.29,2,4,2.7,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1994,7,24,13,56,2,-4.41,-38.29,2,4,2.9,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1994,7,25,19,1,3,-4.41,-38.29,2,4,2.2,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1994,7,27,15,17,22,-19.13,-47.68,5,0,2,5,mEst,I,,,MG,Nova Ponte (UnB),,
1994,7,28,4,8,2,-19.1,-47.65,5,0,2,5,mEst,I,,,MG,Nova Ponte (UnB),,
1994,7,29,16,3,16,-4.41,-38.29,2,4,2,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1994,7,30,0,15,47,-4.41,-38.29,2,4,2,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1994,8,1,20,38,4,-4.41,-38.29,2,4,2.3,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1994,8,3,15,38,38,-4.41,-38.29,2,4,2,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1994,8,5,10,55,17,-4.41,-38.29,2,4,2,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1994,8,5,12,56,3,-4.41,-38.29,2,4,2.8,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1994,8,5,18,42,36,-4.41,-38.29,2,4,2,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1994,8,6,22,19,31,-10.51,-37.34,50,0,2.6,1,mR,I,,,SE,Gado Bravo (IAG) Explosao ?,,
1994,8,8,2,50,35,-4.41,-38.29,2,4,2.2,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1994,8,8,14,14,22,-4.41,-38.29,2,4,2.4,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1994,8,8,15,6,10,-4.41,-38.29,2,4,2.4,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1994,8,8,16,20,5,-4.41,-38.29,2,4,2.2,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1994,8,10,2,41,42,-4.41,-38.29,2,4,2.2,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1994,8,11,7,23,34,-4.41,-38.29,2,4,3.5,1,mR,I,,,CE,"Cascavel (UFRN,IAG,UnB)",,
1994,8,11,7,27,57,-4.41,-38.29,2,4,2.4,1,mR,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1994,8,11,15,1,1,-4.41,-38.29,2,4,2,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1994,8,12,6,20,9,-3.7,-31,300,0,3.5,1,mR,I,,,RN,"F.Noronha? (UFRN,UnB,IAG)",,
1994,8,15,8,12,28,-4.41,-38.29,2,4,2,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1994,8,15,10,34,7,-4.41,-38.29,2,4,2.1,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1994,8,21,5,12,23,-21.32,-46.16,2,1,2.4,1,mR,I,3,,MG,"Areado (IAG,IPT) varios",,
1994,8,24,7,1,14,-4.41,-38.29,2,4,2,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1994,8,26,1,31,47,-5.49,-36.54,2,0,3,1,mR,I,,,RN,"N.S. Rafael (UFRN,UnB,IAG)varios",,
1994,8,26,7,52,30,-5.49,-36.54,2,0,2.6,1,mR,I,,,RN,"N.S. Rafael (UFRN,UnB,IAG)",,
1994,9,11,1,41,22,-5.46,-35.69,10,0,3.5,1,mR,I,,,RN,"Joao Camara (UFRN,IAG,UnB)",,
1994,9,16,10,36,,-5.46,-35.69,10,0,2.2,5,mEst,I,,,RN,Joao Camara (UFRN),,
1994,9,20,7,9,46,-4.41,-38.29,2,4,2.8,1,mR,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1994,9,20,9,17,53,-23.17,-46.11,2,2,2.6,5,mEst,I,,,SP,"Igarata (IPT,IAG)",,
1994,9,21,6,31,17,-4.41,-38.29,2,4,2,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1994,9,22,20,11,,-4.41,-38.29,2,4,2.3,5,mEst,I,,,CE,Cascavel (UFRN),,
1994,9,23,1,5,17,-13.42,-39.66,40,0,2.7,1,mR,I,3.5,,BA,Jaguaquara (IAG),,
1994,9,29,18,16,45,-4.41,-38.29,2,4,2.3,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1994,10,2,22,38,48,-4.41,-38.29,2,4,2.1,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1994,10,2,23,17,48,-4.41,-38.29,2,4,2.1,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1994,10,23,11,39,33,-4.41,-38.29,2,4,2.1,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1994,10,27,0,28,19,-4.41,-38.29,2,4,2,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1994,11,1,14,42,41,-5.65,-35.85,10,0,2.2,5,mEst,I,,,RN,"Joao Camara (UFRN,IAG)",,
1994,11,4,12,19,47,-4.41,-38.29,2,4,2.8,1,mR,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1994,11,13,4,47,17,-20.2,-44.4,10,0,3,1,mR,I,4.5,1.65,MG,"Brumadinho (IAG,UnB,IPT)",,
1994,11,15,3,10,44,-4.41,-38.29,2,4,2.5,1,mR,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1994,12,31,19,17,51,-19.02,-43.75,10,0,2.4,1,mR,I,4,0.1,MG,"Sant. Riacho (UnB,IAG) varios",,
1995,1,11,17,37,6,-17.22,-48.62,20,0,2.5,1,mR,I,,,GO,Pires do Rio (UnB),,
1995,1,13,18,22,,-4.41,-38.29,2,0,2.2,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1995,1,13,20,46,,-4.41,-38.29,2,0,2.6,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1995,1,15,21,46,27,-23.84,-47.24,30,0,2.2,1,mR,I,,,SP,Piai (IPT),,
1995,1,18,19,21,8,-4.41,-38.29,2,0,2.5,5,mEst,I,,,CE,"Cascavel (UFRN,UnB)",,
1995,1,18,20,45,7,-4.41,-38.29,2,0,2.2,5,mEst,I,,,CE,"Cascavel (UFRN,UnB)",,
1995,1,18,21,45,,-4.41,-38.29,2,0,2.6,5,mEst,I,,,CE,Cascavel (UFRN),,
1995,1,20,14,21,47,-4.41,-38.29,2,0,2.1,5,mEst,I,,,CE,"Cascavel (UFRN,UnB)",,
1995,1,28,3,23,0,-23.99,-49.18,20,0,2.5,1,mR,I,,,SP,"Itarare (IPT,IAG)",,
1995,2,9,3,30,31,-24.63,-45.69,80,0,2.2,1,mR,I,,,SP,"Margem Cont. (IPT,IAG)",,
1995,2,9,22,17,22,-12.47,-54.2,80,0,3.7,1,mR,I,,,MT,Consul (UnB),,
1995,2,10,7,27,19,-21.78,-46.51,30,0,2.1,1,mR,I,,,MG,"Pocos Caldas (IPT,UnB,IAG)",,
1995,3,11,3,52,6,-26.13,-48.39,30,0,2.8,1,mR,I,,,SC,"Plat. Cont. (IPT,IAG,COPEL,UFRS)",,
1995,3,12,14,42,8,-5.55,-35.88,30,0,2.3,5,mEst,I,,,RN,Joao Camara (UFRN),,
1995,3,14,20,42,11,-13.75,-47.72,50,0,2.4,1,mR,I,,,GO,Cavalcante (UnB),,
1995,3,18,2,59,31,-24.5,-49.87,10,0,2.5,1,mR,I,5,,PR,"Pirai do Sul (IAG,IPT,COPEL)",,
1995,3,20,3,26,38,-5.37,-35.94,30,0,2.9,5,mEst,I,,,RN,"Joao Camara (UFRN,UnB)",,
1995,3,20,11,0,,-5.53,-35.75,30,0,2.1,5,mEst,I,,,RN,Joao Camara (UFRN),,
1995,3,20,12,12,58,-12.27,-49.32,50,0,2.6,1,mR,I,,,TO,Figueiropol. (UnB),,
1995,3,27,2,37,58,-13.43,-48.61,50,0,2,1,mR,I,,,GO,S.T.de Goias (UnB),,
1995,3,29,0,41,36,-7.11,-40.22,30,0,2.6,1,mR,I,,,CE,"Aiuaba (UFRN,IAG,UnB)",,
1995,4,2,11,17,37,-24.98,-48.41,20,0,2.5,1,mR,I,,,SP,Rio Vermelho (IPT),,
1995,4,12,17,28,1,-12.29,-40.38,50,0,2.2,1,mR,I,,,BA,Itaberaba (IAG) Explosao ?,,
1995,4,19,21,11,23,-19.12,-47.57,10,0,2.5,1,mR,I,,,MG,Nova Ponte (UnB),,
1995,4,21,8,51,27,-19.14,-47.67,5,0,3.5,1,mR,I,3,,MG,"Nova Ponte (UnB,IPT,IAG)",,
1995,4,22,16,50,50,-4.41,-38.29,2,4,3.5,1,mR,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1995,4,23,1,36,57,-4.67,-38.19,20,0,2.7,1,mR,I,,,CE,"Hidrolandia (UFRN,UnB,IAG)",,
1995,4,28,13,33,8,-5.61,-35.61,10,0,2.6,1,mR,I,,,RN,"Taipu (UFRN,IAG,UnB)",,
1995,5,2,16,49,26,-25.68,-48.31,50,0,3.1,1,mR,I,,,SP,Margem Cont. (IPT),,
1995,5,4,0,50,51,-25.33,-43.98,50,0,2.5,1,mR,I,,,SP,"Margem Cont. (IPT,IAG)",,
1995,5,7,17,57,16,-13.37,-49.03,30,0,2,1,mR,I,,,GO,Porangatu (UnB),,
1995,5,10,1,37,56,-3.91,-40.41,5,0,3.4,1,mR,I,,,CE,"Groairas (UFRN,IAG)",,
1995,5,22,0,56,24,-23.17,-46.15,2,0,2,1,mR,I,4,0.015,SP,"Igarata (IPT,IAG)",,
1995,5,26,19,43,44,-20.2,-47.65,50,0,2.9,1,mR,I,,,SP,Buritizal (UnB),,
1995,5,27,23,19,44,-20.01,-44.7,20,0,3.1,1,mR,I,,,MG,"Igaratinga (UnB,IPT,IAG)",,
1995,5,28,9,22,59,-20.93,-47.65,50,0,2.7,1,mR,I,,,SP,Batatais (UnB),,
1995,5,29,11,58,20,-19.46,-47.57,20,0,2.5,1,mR,I,,,MG,Nova Ponte (UnB),,
1995,5,30,1,41,13,-10.79,-38.19,50,0,2.2,1,mR,I,,,SE,Poco Verde (IAG),,
1995,5,30,13,1,20,-20.92,-47.63,50,0,2.6,1,mR,I,,,SP,Nuporanga (UnB),,
1995,5,30,19,43,8,-19.68,-47.5,30,0,3,1,mR,I,,,MG,Nova Ponte (UnB),,
1995,5,31,0,36,47,-25.15,-44.6,50,0,3,1,mR,I,,,SP,"Margem Cont. (IAG,IPT)",,
1995,6,2,9,32,11,-20.54,-47.66,50,0,2.9,1,mR,I,,,SP,Sao Jose (UnB),,
1995,6,3,5,26,31,-18.03,-46.74,50,0,3.1,1,mR,I,,,GO,"Vazante (UnB,IAG)",,
1995,6,3,19,50,3,-19.43,-47.81,30,0,2.6,1,mR,I,,,MG,Nova Ponte (UnB),,
1995,6,4,2,49,24,-19.56,-45.66,60,0,2.5,1,mR,I,,,MG,"Dores Indaia (UnB,IAG)",,
1995,6,4,3,19,53,-20,-45.67,20,0,2.5,1,mR,I,,,MG,"Lagoa Prata (UnB,IAG,IPT)",,
1995,6,5,6,51,37,-19.38,-45.76,60,0,2.4,1,mR,I,,,MG,"Dores Indaia (UnB,IAG)",,
1995,6,6,0,32,22,-20.32,-48.41,30,0,2.8,1,mR,I,,,SP,"Guaira (UnB,IPT,IAG)",,
1995,6,6,17,42,4,-21.02,-47.55,40,0,2.5,1,mR,I,,,SP,Altinopolis (UnB),,
1995,6,6,17,43,43,-21.03,-47.6,40,0,2.7,1,mR,I,,,SP,Altinopolis (UnB),,
1995,6,8,3,48,11,-19.5,-45.74,60,0,2.5,1,mR,I,,,MG,"Dores Indaia (UnB,IAG)",,
1995,6,8,20,0,13,-20.86,-47.57,50,0,2.5,1,mR,I,,,SP,Batatais (UnB),,
1995,6,18,8,44,44,-24,-49.51,10,0,2.6,1,mR,I,,,PR,"Reianopolis (IPT,IAG)",,
1995,6,21,2,57,43,-10.79,-48.34,20,0,2.9,1,mR,I,,,TO,"P. Nacional (UnB,IAG)",,
1995,6,23,20,1,7,-21.12,-44.41,60,0,2,1,mR,I,,,MG,Cassiterita (UnB),,
1995,6,25,16,57,,-23.45,-45.52,5,0,2,1,mR,I,,,SP,"Paraibuna (IPT,IAG)",,
1995,6,27,0,14,50,-5.53,-35.75,30,0,2,1,mR,I,,,RN,Joao Camara (UFRN),,
1995,6,27,4,13,53,-5.53,-35.75,30,0,2.1,1,mR,I,,,RN,Joao Camara (UFRN),,
1995,6,27,4,14,,-5.53,-35.75,30,0,2,1,mR,I,,,RN,Joao Camara (UFRN),,
1995,7,16,22,22,6,-23.18,-51.19,200,0,2.2,1,mR,I,,,SP,Bilac (IAG),,
1995,7,18,9,40,24,-5.53,-35.75,30,0,2,1,mR,I,,,RN,Joao Camara (UFRN),,
1995,7,20,23,7,49,-24.64,-46.55,50,0,2.1,1,mR,I,,,SP,Margem Cont. (IPT),,
1995,7,26,20,27,38,-20.41,-45.49,10,0,2.3,1,mR,I,,,MG,Formiga (IAG) Explosao ?,,
1995,8,6,7,3,40,-22.69,-51.55,50,0,2.7,1,mR,I,,,PR,"Maira (IPT,IAG)",,
1995,8,10,19,16,32,-9.86,-50.54,70,0,2.9,1,mR,I,,,MT,Vila Rica (UnB),,
1995,8,24,3,20,6,-19.17,-47.86,20,0,3,1,mR,I,,,MG,Nova Ponte (UnB),,
1995,8,24,21,31,10,-5.53,-35.75,30,0,2.5,1,mR,I,,,RN,Joao Camara (UFRN),,
1995,8,27,12,12,,-16.67,-43.94,10,0,2.6,1,mR,I,,,MG,"MontesClaros (IAG,UnB,IPT)",,
1995,8,27,20,8,35,-16.67,-43.94,10,0,3.7,1,mR,I,6,,MG,"MontesClaros (IAG,UnB,IPT)",,
1995,8,28,12,59,58,-16.67,-43.94,10,0,2.4,1,mR,I,,,MG,"MontesClaros (IAG,UnB,IPT)",,
1995,9,21,17,0,,-11.93,-61.93,5,0,2.6,4,mI,C,3,,RO,RolimdeMoura (IAG),,
1995,10,4,6,55,53,-14.89,-48.78,40,0,2,1,mR,I,,,GO,Dois Irmaos (UnB),,
1995,10,12,10,45,,-4.41,-38.29,2,0,2.5,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1995,10,28,6,7,,-23.73,-53.21,50,0,2.8,1,mR,I,,,PR,Lovat (IPT),,
1995,10,30,2,37,15,-5.53,-35.75,30,0,2.3,1,mR,I,,,RN,Joao Camara (UFRN),,
1995,11,2,6,55,51,-13.6,-48.95,30,0,2.5,1,mR,I,,,GO,S.T.de Goias (UnB),,
1995,11,10,17,27,42,-18.78,-44.7,50,0,2.5,1,mR,I,,,MG,Formiga (IAG) Explosao ?,,
1995,11,25,6,22,3,-5.53,-35.75,30,0,2.2,1,mR,I,,,RN,Joao Camara (UFRN),,
1995,11,25,19,12,49,-5.53,-35.75,30,0,2.5,1,mR,I,,,RN,Joao Camara (UFRN),,
1995,11,26,2,52,3,-19.83,-46.24,30,0,2.3,1,mR,I,,,MG,"Campos Altos (IPT,UnB,IAG)",,
1995,12,11,20,49,47,-13.81,-48.85,40,0,2.7,1,mR,I,,,GO,Formoso (UnB),,
1995,12,27,9,53,44,-5.53,-35.75,30,0,2.4,1,mR,I,,,RN,Joao Camara (UFRN),,
1995,12,27,21,29,14,-5.53,-35.75,30,0,2,1,mR,I,,,RN,Joao Camara (UFRN),,
1995,12,29,13,59,52,-13.82,-49.43,100,0,2.4,1,mR,I,,,GO,Mutunopolis (UnB),,
1996,1,13,0,33,9,-28.04,-46.38,50,0,3.2,1,mR,I,,,SC,"Margem Cont. (IAG,IPT,COPEL,UFRS)",,
1996,1,19,16,18,30,-5.52,-35.73,10,0,2.7,1,mR,I,,,RN,"Joao Camara (UFRN,IAG)",,
1996,1,19,16,21,31,-5.52,-35.73,10,0,2.3,1,mR,I,,,RN,"Joao Camara (UFRN,IAG)",,
1996,1,29,18,47,22,-17.03,-49.81,30,0,2.2,1,mR,I,,,GO,Hidrolandia (UnB),,
1996,2,23,23,27,9,-21.95,-48.68,5,0,2.9,1,mR,I,,,SP,"Bariri (IPT,UnB,IAG,COPEL)",,
1996,2,28,5,34,51,-19.58,-48.2,50,0,2.8,1,mR,I,,,MG,Nova Ponte (UnB),,
1996,3,1,3,39,33,-15.61,-51.87,4,0,3.2,1,mR,I,,,MT,Araguaiana (UnB),,
1996,3,7,5,46,42,-25.5,-45.43,50,0,2,1,mR,I,,,PR,Margem Cont. (IPT),,
1996,3,12,10,18,36,-28.43,-34.66,50,0,4.6,0,mb,I,,,EX,Atlantico S (ISC),,
1996,3,13,5,5,58,-15.61,-51.87,4,0,3.6,1,mR,I,,,MT,"Araguaiana (UnB,IPT,IAG)",,
1996,3,21,18,49,29,-15.61,-51.87,4,0,3.4,1,mR,I,,,MT,Araguaiana (UnB),,
1996,3,21,18,53,42,-15.61,-51.87,4,0,3.1,1,mR,I,,,MT,Araguaiana (UnB),,
1996,3,22,6,17,7,-15.61,-51.87,4,0,2.9,1,mR,I,,,MT,Araguaiana (UnB),,
1996,3,28,11,50,0,-15.61,-51.87,4,0,3.1,1,mR,I,,,MT,Araguaiana (UnB),,
1996,3,28,15,5,53,-24.87,-44.24,30,0,3.1,1,mR,I,,,SP,"Margem Cont. (IPT,UnB,IAG)",,
1996,3,30,21,32,56,-15.61,-51.87,4,0,3.2,1,mR,I,,,MT,"Araguaiana (UnB,IAG)",,
1996,4,4,21,45,33,-19.92,-44.35,50,0,2.7,1,mR,I,,,MG,"Betim (UnB,IAG)",,
1996,4,9,5,17,0,-21.29,-47.32,5,0,2.8,5,mEst,I,,,SP,Cajuru (IPT),,
1996,4,15,4,56,43,-15.76,-51.93,50,0,2.6,1,mR,I,,,MT,Araguaiana (UnB),,
1996,4,21,2,55,57,-23.96,-44.68,30,0,2.2,1,mR,I,,,SP,"Margem Cont. (IPT,IAG)",,
1996,4,24,20,3,55,-26.47,-45.38,30,0,3,1,mR,I,,,SC,"Margem Cont. (IAG,IPT)",,
1996,4,27,9,4,18,-15.64,-51.91,50,0,2.6,1,mR,I,,,MT,Araguaiana (UnB),,
1996,4,27,14,47,12,-18.12,-43.69,60,0,3.2,1,mR,I,,,MT,Alto Garcas (UnB),,
1996,4,30,13,11,6,-24.14,-46.96,20,0,2,1,mR,I,,,SP,Margem Cont. (IPT),,
1996,5,1,12,43,53,-12.57,-48.05,20,0,2.7,1,mR,I,,,TO,S.STocantins (UnB),,
1996,5,8,19,2,13,-21.29,-47.32,5,0,2,1,mR,I,2,,SP,"Cajuru (IAG,IPT)",,
1996,5,9,5,17,4,-21.39,-47.25,10,0,2.7,1,mR,I,4,,SP,"Cajuru (IAG,IPT,UnB)",,
1996,5,10,2,45,18,-15.79,-51.73,50,0,2.7,1,mR,I,,,MT,Araguaiana (UnB),,
1996,5,10,6,0,43,-15.61,-51.87,4,0,3.4,1,mR,I,6,,MT,"Araguaiana (UnB,IPT,IAG)",,
1996,5,12,15,6,30,-21.19,-46.3,10,0,2.2,1,mR,I,,,MG,"Jureia (IPT,IAG,UnB)",,
1996,5,13,20,43,25,-15.61,-51.87,4,0,2.6,1,mR,I,,,MT,Araguaiana (UnB),,
1996,5,19,19,14,48,-15.61,-51.87,4,0,2.2,1,mR,I,,,MT,Araguaiana (UnB),,
1996,6,3,5,18,29,-13.03,-50.35,50,0,2.7,1,mR,I,,,GO,S.M.Araguaia (UnB),,
1996,6,11,20,38,37,-22.73,-48.68,50,0,3.4,1,mR,I,,,SP,Areiopolis (UnB),,
1996,6,13,3,50,20,-26.7,-45.68,40,0,2.8,1,mR,I,,,SC,"Margem Cont. (IPT,IAG)",,
1996,6,13,13,15,,-15.25,-40.25,10,0,2.1,4,mI,C,2,,BA,Itapetinga (UnB),,
1996,6,18,0,38,59,-13.78,-48.24,50,0,2.2,1,mR,I,,,GO,Campinacu (UnB),,
1996,6,18,0,38,59,-13.88,-48.14,70,0,2.2,1,mR,I,,,GO,Campinacu (UnB),,
1996,6,19,5,30,14,-14.15,-48.68,80,0,2.2,1,mR,I,,,GO,Campinacu (UnB),,
1996,6,21,0,45,34,-14.21,-48.43,70,0,2.1,1,mR,I,,,GO,Campinacu (UnB),,
1996,6,26,0,33,44,-13.31,-48.45,60,0,2.5,1,mR,I,,,GO,Minacu (UnB),,
1996,6,28,2,46,34,-22.94,-45.21,20,0,2.4,1,mR,I,,,SP,"Roseira (IAG,IPT)",,
1996,7,1,23,20,,-10.75,-62.22,20,0,3.2,5,mEst,I,4.5,,RO,Ouro Preto (UnB),,
1996,7,10,7,20,30,-15.61,-51.99,50,0,2.3,1,mR,I,,,MT,Araguaiana (UnB),,
1996,7,18,8,9,11,-13.82,-48.31,40,0,2.3,1,mR,I,,,GO,Campinacu (UnB),,
1996,7,27,23,34,57,-23.88,-57.02,50,0,3,1,mR,I,,,EX,"Paraguai (IPT,COPEL)",,
1996,8,2,8,34,29,-13.98,-48.53,70,0,2.2,1,mR,I,,,GO,Campinacu (UnB),,
1996,8,3,15,14,11,-19.31,-47.88,30,0,2.5,1,mR,I,,,MG,Nova Ponte (UnB),,
1996,8,10,1,47,13,-16.73,-51.79,30,0,2.3,1,mR,I,,,MT,Araguaiana (UnB),,
1996,8,15,9,24,36,-15.61,-51.87,4,0,3.4,1,mR,I,,,MT,Araguaiana (UnB),,
1996,8,21,20,30,40,-15.61,-51.87,4,0,3,1,mR,I,,,MT,Araguaiana (UnB),,
1996,8,22,5,37,30,-15.67,-51.89,30,0,2.2,1,mR,I,,,MT,Araguaiana (UnB),,
1996,8,24,17,45,34,-15.73,-51.74,30,0,2.3,1,mR,I,,,MT,Araguaiana (UnB),,
1996,8,28,13,14,4,-15.79,-51.95,30,0,2.9,1,mR,I,,,MT,Araguaiana (UnB),,
1996,8,29,15,8,36,-15.61,-51.87,4,0,3,1,mR,I,,,MT,Araguaiana (UnB),,
1996,9,1,4,12,47,-15.81,-42.23,30,0,2.8,1,mR,I,4.5,,MG,Taiobeiras (UnB),,
1996,9,1,17,26,59,-15.83,-51.93,30,0,2.8,1,mR,I,,,MT,Araguaiana (UnB),,
1996,9,1,17,37,25,-15.57,-52.02,30,0,2.4,1,mR,I,,,MT,Araguaiana (UnB),,
1996,9,1,17,41,7,-15.61,-52.04,30,0,2.2,1,mR,I,,,MT,Araguaiana (UnB),,
1996,9,3,4,55,30,-10.63,-37.77,60,0,2.1,1,mR,I,,,BA,Fatima (IAG),,
1996,9,10,2,55,,-8.28,-35.98,20,0,2.8,4,mI,C,3.5,,PE,Caruaru (UnB; TV Globo),,
